published date,title,sentiment_score,main_theme
2020-01-01 08:00:00+00:00,Entretien. le smic a 50 ans « et va devoir s’adapter au xxie siècle » - ouest-france,-0.6216,monetary policy
2020-01-01 08:00:00+00:00,Soutenir l'insertion économique des jeunes au maroc - afd - agence française de développement,0.7089,monetary policy
2020-01-01 08:00:00+00:00,"Transport, santé, culture, économie,... : ce qui vous attend en 2020 à toulouse - ladepeche.fr",0.0,economic growth
2020-01-02 08:00:00+00:00,Croissance de la zone euro : l’année 2020 s’annonce aussi médiocre que la précédente - le monde.fr,-0.9454,economic growth
2020-01-02 08:00:00+00:00,S’adapter à l’économie - le sillon belge,0.0,monetary policy
2020-01-02 08:00:00+00:00,Etat-major : groupe plastic omnium - le point,0.0,sovereign risk
2020-01-02 08:00:00+00:00,"Marseille : économie, environnement, santé... une voyante prédit 2020 - laprovence.com",0.0,economic growth
2020-01-02 08:00:00+00:00,L'éolien contre-attaque - le point,0.0,sovereign risk
2020-01-02 08:00:00+00:00,"Carlos ghosn ne sera pas extradé s’il vient en france, selon le gouvernement - ouest-france",-0.6165,sovereign risk
2020-01-02 08:00:00+00:00,Top 15 des blagues que seuls les prix nobel d’économie peuvent comprendre - topito,0.4249,monetary policy
2020-01-02 08:00:00+00:00,Revigny-sur-ornain | economie. jige international fête ses 50 ans - estrepublicain.fr,0.423,monetary policy
2020-01-02 08:00:00+00:00,"Publication du décret et de l’arrêté relatifs aux investissements étrangers en france : une procédure plus simple, claire et rapide - tresor.economie.gouv.fr",0.6232,monetary policy
2020-01-02 08:00:00+00:00,Le lot a misé sur son économie avec succès - ladepeche.fr,0.8396,monetary policy
2020-01-03 08:00:00+00:00,Comment tuvalu a fait fortune avec l'extension web .tv - capital.fr,0.5165,economic growth
2020-01-03 08:00:00+00:00,"""on doit repenser l'économie en s'inspirant de la science-fiction"" - l'echo",0.5962,monetary policy
2020-01-03 08:00:00+00:00,Nourrir l’humanité : un défi de demain - lanouvellerepublique.fr,-0.7812,sovereign risk
